Chest Type,ItemStack,Item Display Name,Item ID,Weight
strongholdCorridor,1xitem.bread@0,Bread,minecraft:bread,15
strongholdCorridor,1xitem.apple@0,Apple,minecraft:apple,15
strongholdCorridor,1xitem.pickaxeIron@0,Iron Pickaxe,minecraft:iron_pickaxe,5
strongholdCorridor,1xitem.swordIron@0,Iron Sword,minecraft:iron_sword,5
strongholdCorridor,1xitem.chestplateIron@0,Iron Chestplate,minecraft:iron_chestplate,5
strongholdCorridor,1xitem.helmetIron@0,Iron Helmet,minecraft:iron_helmet,5
strongholdCorridor,1xitem.leggingsIron@0,Iron Leggings,minecraft:iron_leggings,5
strongholdCorridor,1xitem.bootsIron@0,Iron Boots,minecraft:iron_boots,5
strongholdCorridor,1xitem.appleGold@0,Golden Apple,minecraft:golden_apple,1
strongholdCorridor,1xitem.saddle@0,Saddle,minecraft:saddle,1
strongholdCorridor,1xitem.horsearmormetal@0,Iron Horse Armor,minecraft:iron_horse_armor,1
strongholdCorridor,1xitem.horsearmorgold@0,Gold Horse Armor,minecraft:golden_horse_armor,1
strongholdCorridor,1xitem.horsearmordiamond@0,Diamond Horse Armor,minecraft:diamond_horse_armor,1
strongholdCorridor,1xitem.enchantedBook@0,Enchanted Book,minecraft:enchanted_book,1
strongholdCorridor,1xitem.manaResource@1,Mana Pearl,Botania:manaResource,8
strongholdCorridor,1xitem.manaResource@1,Mana Pearl,Botania:manaResource,2
strongholdCorridor,1xitem.blackLotus@0,Black Lotus,Botania:blackLotus,6
strongholdCorridor,1xitem.blackLotus@0,Black Lotus,Botania:blackLotus,2
strongholdCorridor,1xic2.itemOreIridium@0,Iridium Ore,IC2:itemOreIridium,1
strongholdCorridor,1xic2.itemToolBronzePickaxe@0,Bronze Pickaxe,IC2:itemToolBronzePickaxe,3
strongholdCorridor,1xic2.itemToolBronzeSword@0,Bronze Sword,IC2:itemToolBronzeSword,3
strongholdCorridor,1xic2.itemArmorBronzeHelmet@0,Bronze Helmet,IC2:itemArmorBronzeHelmet,3
strongholdCorridor,1xic2.itemArmorBronzeChestplate@0,Bronze Chestplate,IC2:itemArmorBronzeChestplate,3
strongholdCorridor,1xic2.itemArmorBronzeLegs@0,Bronze Leggings,IC2:itemArmorBronzeLegs,3
strongholdCorridor,1xic2.itemArmorBronzeBoots@0,Bronze Boots,IC2:itemArmorBronzeBoots,3
strongholdCorridor,1xic2.itemIngot@0,Copper Ingot,IC2:itemIngot,9
strongholdCorridor,1xic2.itemIngot@1,Tin Ingot,IC2:itemIngot,8
strongholdCorridor,1xitem.runes@17,Infinity Orb,arsmagica2:rune,3
strongholdCorridor,1xitem.runes@18,Infinity Orb,arsmagica2:rune,1
strongholdCorridor,1xitem.artifact@0,Artifact,Artifacts:artifact,3
strongholdCorridor,1xitem.artifact_diamond_helmet@0,Artifact Diamond Armor,Artifacts:artifact_diamond_helmet,3
strongholdCorridor,1xitem.artifact_diamond_chestplate@0,Artifact Diamond Armor,Artifacts:artifact_diamond_chestplate,3
strongholdCorridor,1xitem.artifact_diamond_leggings@0,Artifact Diamond Armor,Artifacts:artifact_diamond_leggings,3
strongholdCorridor,1xitem.artifact_diamond_boots@0,Artifact Diamond Armor,Artifacts:artifact_diamond_boots,3
strongholdCorridor,1xtile.flowers@3,Glowflower,BiomesOPlenty:flowers,25
strongholdCorridor,1xtile.flowers@2,Deathbloom,BiomesOPlenty:flowers,25
strongholdCorridor,1xitem.frameOblivion@0,Oblivion Frame,MagicBees:frameOblivion,18
strongholdCorridor,1xitem.grc.grapes@0,Grapes,Growthcraft|Grapes:grc.grapes,10
strongholdCorridor,1xitem.grc.hops@0,Hops,Growthcraft|Hops:grc.hops,10
strongholdCorridor,1xitem.RedGear.Brewcraft.Ingredients@1,Golden Feather,redgear_brewcraft:RedGear.Brewcraft.Ingredients,10
strongholdCorridor,1xitem.chocopedia@0,Chocopedia,chococraft:Chocopedia,2
strongholdCorridor,1xitem.lorePage@0,Adventurer's Diary,HardcoreEnderExpansion:adventurers_diary,5
strongholdCorridor,1xitem.templeCaller@0,Temple Caller,HardcoreEnderExpansion:temple_caller,1
strongholdCorridor,1xitem.knowledgeNote@0,Knowledge Note,HardcoreEnderExpansion:knowledge_note,9
strongholdCorridor,1xitem.stopWorm@0,STOP! -Worm,PneumaticCraft:stopWorm,10
strongholdCorridor,1xitem.nukeVirus@0,Nuke Virus,PneumaticCraft:nukeVirus,10
strongholdCorridor,1xitem.ItemLootBag@0,Common Treasure,Thaumcraft:ItemLootBag,4
strongholdCorridor,1xitem.ItemResource@2,Thaumium Ingot,Thaumcraft:ItemResource,4
strongholdCorridor,1xitem.ItemResource@6,Amber,Thaumcraft:ItemResource,4
strongholdCorridor,1xitem.ItemLootBag@1,Uncommon Treasure,Thaumcraft:ItemLootBag,3
strongholdCorridor,1xitem.ItemBaubleBlanks@0,Mundane Amulet,Thaumcraft:ItemBaubleBlanks,3
strongholdCorridor,1xitem.ItemBaubleBlanks@1,Mundane Ring,Thaumcraft:ItemBaubleBlanks,3
strongholdCorridor,1xitem.ItemBaubleBlanks@2,Mundane Belt,Thaumcraft:ItemBaubleBlanks,3
strongholdCorridor,1xitem.ItemResource@9,Knowledge Fragment,Thaumcraft:ItemResource,3
strongholdCorridor,1xitem.ItemLootBag@2,Rare Treasure,Thaumcraft:ItemLootBag,1
strongholdCorridor,1xitem.ItemThaumonomicon@0,Thaumonomicon,Thaumcraft:ItemThaumonomicon,1
strongholdCorridor,1xitem.ItemSwordThaumium@0,Thaumium Sword,Thaumcraft:ItemSwordThaumium,1
strongholdCorridor,1xitem.ItemPickThaumium@0,Thaumium Pickaxe,Thaumcraft:ItemPickThaumium,1
strongholdCorridor,1xitem.ItemAxeThaumium@0,Thaumium Axe,Thaumcraft:ItemAxeThaumium,1
strongholdCorridor,1xitem.ItemHoeThaumium@0,Thaumium Hoe,Thaumcraft:ItemHoeThaumium,1
strongholdCorridor,1xitem.ItemRingRunic@0,Ring of Protection,Thaumcraft:ItemRingRunic,1
strongholdCorridor,1xitem.ItemBaubleBlanks@3,Apprentices Ring of Aer,Thaumcraft:ItemBaubleBlanks,1
strongholdCorridor,1xitem.ItemBaubleBlanks@4,Apprentices Ring of Terra,Thaumcraft:ItemBaubleBlanks,1
strongholdCorridor,1xitem.ItemBaubleBlanks@5,Apprentices Ring of Ignis,Thaumcraft:ItemBaubleBlanks,1
strongholdCorridor,1xitem.ItemBaubleBlanks@6,Apprentices Ring of Aqua,Thaumcraft:ItemBaubleBlanks,1
strongholdCorridor,1xitem.ItemBaubleBlanks@7,Apprentices Ring of Ordo,Thaumcraft:ItemBaubleBlanks,1
strongholdCorridor,1xitem.ItemBaubleBlanks@8,Apprentices Ring of Perditio,Thaumcraft:ItemBaubleBlanks,1
strongholdCorridor,1xitem.ItemAmuletVis@0,Vis Stone,Thaumcraft:ItemAmuletVis,1
strongholdCorridor,1xitem.extrautils:divisionSigil@0,Division Sigil,ExtraUtilities:divisionSigil,4
strongholdCorridor,1xitem.UnknownDimlet@0,Unknown Dimlet,rftools:unknownDimlet,50
strongholdCorridor,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
strongholdCorridor,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
strongholdCorridor,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
strongholdCorridor,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
strongholdCorridor,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
strongholdCorridor,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
strongholdCorridor,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
strongholdCorridor,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
strongholdCorridor,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
strongholdCorridor,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
strongholdCrossing,1xitem.ingotIron@0,Iron Ingot,minecraft:iron_ingot,10
strongholdCrossing,1xitem.ingotGold@0,Gold Ingot,minecraft:gold_ingot,5
strongholdCrossing,1xitem.redstone@0,Redstone,minecraft:redstone,5
strongholdCrossing,1xitem.coal@0,Coal,minecraft:coal,10
strongholdCrossing,1xitem.bread@0,Bread,minecraft:bread,15
strongholdCrossing,1xitem.apple@0,Apple,minecraft:apple,15
strongholdCrossing,1xitem.pickaxeIron@0,Iron Pickaxe,minecraft:iron_pickaxe,1
strongholdCrossing,1xitem.enchantedBook@0,Enchanted Book,minecraft:enchanted_book,1
strongholdCrossing,1xic2.itemToolBronzePickaxe@0,Bronze Pickaxe,IC2:itemToolBronzePickaxe,1
strongholdCrossing,1xic2.itemOreIridium@0,Iridium Ore,IC2:itemOreIridium,1
strongholdCrossing,1xic2.itemToolBronzePickaxe@0,Bronze Pickaxe,IC2:itemToolBronzePickaxe,3
strongholdCrossing,1xic2.itemToolBronzeSword@0,Bronze Sword,IC2:itemToolBronzeSword,3
strongholdCrossing,1xic2.itemArmorBronzeHelmet@0,Bronze Helmet,IC2:itemArmorBronzeHelmet,3
strongholdCrossing,1xic2.itemArmorBronzeChestplate@0,Bronze Chestplate,IC2:itemArmorBronzeChestplate,3
strongholdCrossing,1xic2.itemArmorBronzeLegs@0,Bronze Leggings,IC2:itemArmorBronzeLegs,3
strongholdCrossing,1xic2.itemArmorBronzeBoots@0,Bronze Boots,IC2:itemArmorBronzeBoots,3
strongholdCrossing,1xic2.itemIngot@0,Copper Ingot,IC2:itemIngot,9
strongholdCrossing,1xic2.itemIngot@1,Tin Ingot,IC2:itemIngot,8
strongholdCrossing,1xitem.runes@17,Infinity Orb,arsmagica2:rune,3
strongholdCrossing,1xitem.runes@18,Infinity Orb,arsmagica2:rune,1
strongholdCrossing,1xitem.artifact@0,Artifact,Artifacts:artifact,1
strongholdCrossing,1xitem.artifact_diamond_helmet@0,Artifact Diamond Armor,Artifacts:artifact_diamond_helmet,1
strongholdCrossing,1xitem.artifact_diamond_chestplate@0,Artifact Diamond Armor,Artifacts:artifact_diamond_chestplate,1
strongholdCrossing,1xitem.artifact_diamond_leggings@0,Artifact Diamond Armor,Artifacts:artifact_diamond_leggings,1
strongholdCrossing,1xitem.artifact_diamond_boots@0,Artifact Diamond Armor,Artifacts:artifact_diamond_boots,1
strongholdCrossing,1xtile.flowers@3,Glowflower,BiomesOPlenty:flowers,25
strongholdCrossing,1xtile.flowers@2,Deathbloom,BiomesOPlenty:flowers,25
strongholdCrossing,1xitem.grc.grapes@0,Grapes,Growthcraft|Grapes:grc.grapes,10
strongholdCrossing,1xitem.grc.hops@0,Hops,Growthcraft|Hops:grc.hops,10
strongholdCrossing,1xitem.chocopedia@0,Chocopedia,chococraft:Chocopedia,2
strongholdCrossing,1xitem.templeCaller@0,Temple Caller,HardcoreEnderExpansion:temple_caller,1
strongholdCrossing,1xitem.knowledgeNote@0,Knowledge Note,HardcoreEnderExpansion:knowledge_note,9
strongholdCrossing,1xitem.stopWorm@0,STOP! -Worm,PneumaticCraft:stopWorm,10
strongholdCrossing,1xitem.nukeVirus@0,Nuke Virus,PneumaticCraft:nukeVirus,10
strongholdCrossing,1xitem.ItemLootBag@0,Common Treasure,Thaumcraft:ItemLootBag,4
strongholdCrossing,1xitem.ItemResource@2,Thaumium Ingot,Thaumcraft:ItemResource,4
strongholdCrossing,1xitem.ItemResource@6,Amber,Thaumcraft:ItemResource,4
strongholdCrossing,1xitem.ItemLootBag@1,Uncommon Treasure,Thaumcraft:ItemLootBag,3
strongholdCrossing,1xitem.ItemBaubleBlanks@0,Mundane Amulet,Thaumcraft:ItemBaubleBlanks,3
strongholdCrossing,1xitem.ItemBaubleBlanks@1,Mundane Ring,Thaumcraft:ItemBaubleBlanks,3
strongholdCrossing,1xitem.ItemBaubleBlanks@2,Mundane Belt,Thaumcraft:ItemBaubleBlanks,3
strongholdCrossing,1xitem.ItemResource@9,Knowledge Fragment,Thaumcraft:ItemResource,3
strongholdCrossing,1xitem.ItemLootBag@2,Rare Treasure,Thaumcraft:ItemLootBag,1
strongholdCrossing,1xitem.ItemThaumonomicon@0,Thaumonomicon,Thaumcraft:ItemThaumonomicon,1
strongholdCrossing,1xitem.ItemSwordThaumium@0,Thaumium Sword,Thaumcraft:ItemSwordThaumium,1
strongholdCrossing,1xitem.ItemPickThaumium@0,Thaumium Pickaxe,Thaumcraft:ItemPickThaumium,1
strongholdCrossing,1xitem.ItemAxeThaumium@0,Thaumium Axe,Thaumcraft:ItemAxeThaumium,1
strongholdCrossing,1xitem.ItemHoeThaumium@0,Thaumium Hoe,Thaumcraft:ItemHoeThaumium,1
strongholdCrossing,1xitem.ItemRingRunic@0,Ring of Protection,Thaumcraft:ItemRingRunic,1
strongholdCrossing,1xitem.ItemBaubleBlanks@3,Apprentices Ring of Aer,Thaumcraft:ItemBaubleBlanks,1
strongholdCrossing,1xitem.ItemBaubleBlanks@4,Apprentices Ring of Terra,Thaumcraft:ItemBaubleBlanks,1
strongholdCrossing,1xitem.ItemBaubleBlanks@5,Apprentices Ring of Ignis,Thaumcraft:ItemBaubleBlanks,1
strongholdCrossing,1xitem.ItemBaubleBlanks@6,Apprentices Ring of Aqua,Thaumcraft:ItemBaubleBlanks,1
strongholdCrossing,1xitem.ItemBaubleBlanks@7,Apprentices Ring of Ordo,Thaumcraft:ItemBaubleBlanks,1
strongholdCrossing,1xitem.ItemBaubleBlanks@8,Apprentices Ring of Perditio,Thaumcraft:ItemBaubleBlanks,1
strongholdCrossing,1xitem.ItemAmuletVis@0,Vis Stone,Thaumcraft:ItemAmuletVis,1
strongholdCrossing,1xitem.extrautils:divisionSigil@0,Division Sigil,ExtraUtilities:divisionSigil,3
strongholdCrossing,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
strongholdCrossing,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
strongholdCrossing,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
strongholdCrossing,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
strongholdCrossing,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
strongholdCrossing,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
strongholdCrossing,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
strongholdCrossing,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
strongholdCrossing,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
strongholdCrossing,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,1
strongholdLibrary,1xitem.book@0,Book,minecraft:book,20
strongholdLibrary,1xitem.paper@0,Paper,minecraft:paper,20
strongholdLibrary,1xitem.emptyMap@0,Empty Map,minecraft:map,1
strongholdLibrary,1xitem.compass@0,Compass,minecraft:compass,1
strongholdLibrary,1xitem.enchantedBook@0,Enchanted Book,minecraft:enchanted_book,2
strongholdLibrary,1xitem.runes@17,Infinity Orb,arsmagica2:rune,5
strongholdLibrary,1xitem.runes@18,Infinity Orb,arsmagica2:rune,1
strongholdLibrary,1xitem.runes@19,Infinity Orb,arsmagica2:rune,6
strongholdLibrary,1xitem.artifact@0,Artifact,Artifacts:artifact,6
strongholdLibrary,1xitem.frameOblivion@0,Oblivion Frame,MagicBees:frameOblivion,23
strongholdLibrary,1xitem.chocopedia@0,Chocopedia,chococraft:Chocopedia,2
strongholdLibrary,1xitem.oc.multi@47,Floppy Disk,OpenComputers:item,5
strongholdLibrary,1xitem.lorePage@0,Adventurer's Diary,HardcoreEnderExpansion:adventurers_diary,8
strongholdLibrary,1xitem.templeCaller@0,Temple Caller,HardcoreEnderExpansion:temple_caller,1
strongholdLibrary,1xitem.knowledgeNote@0,Knowledge Note,HardcoreEnderExpansion:knowledge_note,9
strongholdLibrary,1xitem.stopWorm@0,STOP! -Worm,PneumaticCraft:stopWorm,10
strongholdLibrary,1xitem.nukeVirus@0,Nuke Virus,PneumaticCraft:nukeVirus,10
strongholdLibrary,1xitem.InfiTool.Broadsword@0,Broadsword,TConstruct:broadsword,2
strongholdLibrary,1xitem.ItemLootBag@0,Common Treasure,Thaumcraft:ItemLootBag,4
strongholdLibrary,1xitem.ItemResource@2,Thaumium Ingot,Thaumcraft:ItemResource,4
strongholdLibrary,1xitem.ItemResource@6,Amber,Thaumcraft:ItemResource,4
strongholdLibrary,1xitem.ItemLootBag@1,Uncommon Treasure,Thaumcraft:ItemLootBag,3
strongholdLibrary,1xitem.ItemBaubleBlanks@0,Mundane Amulet,Thaumcraft:ItemBaubleBlanks,3
strongholdLibrary,1xitem.ItemBaubleBlanks@1,Mundane Ring,Thaumcraft:ItemBaubleBlanks,3
strongholdLibrary,1xitem.ItemBaubleBlanks@2,Mundane Belt,Thaumcraft:ItemBaubleBlanks,3
strongholdLibrary,1xitem.ItemResource@9,Knowledge Fragment,Thaumcraft:ItemResource,3
strongholdLibrary,1xitem.ItemResource@9,Knowledge Fragment,Thaumcraft:ItemResource,20
strongholdLibrary,1xitem.ItemLootBag@2,Rare Treasure,Thaumcraft:ItemLootBag,1
strongholdLibrary,1xitem.ItemThaumonomicon@0,Thaumonomicon,Thaumcraft:ItemThaumonomicon,1
strongholdLibrary,1xitem.ItemSwordThaumium@0,Thaumium Sword,Thaumcraft:ItemSwordThaumium,1
strongholdLibrary,1xitem.ItemPickThaumium@0,Thaumium Pickaxe,Thaumcraft:ItemPickThaumium,1
strongholdLibrary,1xitem.ItemAxeThaumium@0,Thaumium Axe,Thaumcraft:ItemAxeThaumium,1
strongholdLibrary,1xitem.ItemHoeThaumium@0,Thaumium Hoe,Thaumcraft:ItemHoeThaumium,1
strongholdLibrary,1xitem.ItemRingRunic@0,Ring of Protection,Thaumcraft:ItemRingRunic,1
strongholdLibrary,1xitem.ItemBaubleBlanks@3,Apprentices Ring of Aer,Thaumcraft:ItemBaubleBlanks,1
strongholdLibrary,1xitem.ItemBaubleBlanks@4,Apprentices Ring of Terra,Thaumcraft:ItemBaubleBlanks,1
strongholdLibrary,1xitem.ItemBaubleBlanks@5,Apprentices Ring of Ignis,Thaumcraft:ItemBaubleBlanks,1
strongholdLibrary,1xitem.ItemBaubleBlanks@6,Apprentices Ring of Aqua,Thaumcraft:ItemBaubleBlanks,1
strongholdLibrary,1xitem.ItemBaubleBlanks@7,Apprentices Ring of Ordo,Thaumcraft:ItemBaubleBlanks,1
strongholdLibrary,1xitem.ItemBaubleBlanks@8,Apprentices Ring of Perditio,Thaumcraft:ItemBaubleBlanks,1
strongholdLibrary,1xitem.ItemAmuletVis@0,Vis Stone,Thaumcraft:ItemAmuletVis,1
strongholdLibrary,1xitem.iguana.tcon.wearable@3,Bat Hat,IguanaTweaksTConstruct:wearableBucket,1
strongholdLibrary,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,2
strongholdLibrary,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,2
strongholdLibrary,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,2
strongholdLibrary,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,2
strongholdLibrary,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,2
strongholdLibrary,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,2
strongholdLibrary,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,2
strongholdLibrary,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,2
strongholdLibrary,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,2
strongholdLibrary,1xitem.computercraft:treasure_disk@0,Floppy Disk,ComputerCraft:treasureDisk,2
villageBlacksmith,1xitem.diamond@0,Diamond,minecraft:diamond,3
villageBlacksmith,1xitem.ingotIron@0,Iron Ingot,minecraft:iron_ingot,10
villageBlacksmith,1xitem.ingotGold@0,Gold Ingot,minecraft:gold_ingot,5
villageBlacksmith,1xitem.bread@0,Bread,minecraft:bread,15
villageBlacksmith,1xitem.apple@0,Apple,minecraft:apple,15
villageBlacksmith,1xitem.pickaxeIron@0,Iron Pickaxe,minecraft:iron_pickaxe,5
villageBlacksmith,1xitem.swordIron@0,Iron Sword,minecraft:iron_sword,5
villageBlacksmith,1xitem.chestplateIron@0,Iron Chestplate,minecraft:iron_chestplate,5
villageBlacksmith,1xitem.helmetIron@0,Iron Helmet,minecraft:iron_helmet,5
villageBlacksmith,1xitem.leggingsIron@0,Iron Leggings,minecraft:iron_leggings,5
villageBlacksmith,1xitem.bootsIron@0,Iron Boots,minecraft:iron_boots,5
villageBlacksmith,1xtile.obsidian@0,Obsidian,minecraft:obsidian,5
villageBlacksmith,1xtile.sapling@0,Oak Sapling,minecraft:sapling,5
villageBlacksmith,1xitem.saddle@0,Saddle,minecraft:saddle,3
villageBlacksmith,1xitem.horsearmormetal@0,Iron Horse Armor,minecraft:iron_horse_armor,1
villageBlacksmith,1xitem.horsearmorgold@0,Gold Horse Armor,minecraft:golden_horse_armor,1
villageBlacksmith,1xitem.horsearmordiamond@0,Diamond Horse Armor,minecraft:diamond_horse_armor,1
villageBlacksmith,1xitem.blackLotus@0,Black Lotus,Botania:blackLotus,6
villageBlacksmith,1xic2.itemIngot@2,Bronze Ingot,IC2:itemIngot,5
villageBlacksmith,1xic2.itemToolBronzePickaxe@0,Bronze Pickaxe,IC2:itemToolBronzePickaxe,3
villageBlacksmith,1xic2.itemToolBronzeSword@0,Bronze Sword,IC2:itemToolBronzeSword,3
villageBlacksmith,1xic2.itemArmorBronzeHelmet@0,Bronze Helmet,IC2:itemArmorBronzeHelmet,3
villageBlacksmith,1xic2.itemArmorBronzeChestplate@0,Bronze Chestplate,IC2:itemArmorBronzeChestplate,3
villageBlacksmith,1xic2.itemArmorBronzeLegs@0,Bronze Leggings,IC2:itemArmorBronzeLegs,3
villageBlacksmith,1xic2.itemArmorBronzeBoots@0,Bronze Boots,IC2:itemArmorBronzeBoots,3
villageBlacksmith,1xic2.itemIngot@0,Copper Ingot,IC2:itemIngot,9
villageBlacksmith,1xic2.itemIngot@1,Tin Ingot,IC2:itemIngot,8
villageBlacksmith,1xic2.blockRubSapling@0,Rubber Tree Sapling,IC2:blockRubSapling,4
villageBlacksmith,1xitem.artifact@0,Artifact,Artifacts:artifact,1
villageBlacksmith,1xitem.artifact_iron_helmet@0,Artifact Iron Armor,Artifacts:artifact_iron_helmet,1
villageBlacksmith,1xitem.artifact_iron_chestplate@0,Artifact Iron Armor,Artifacts:artifact_iron_chestplate,1
villageBlacksmith,1xitem.artifact_iron_leggings@0,Artifact Iron Armor,Artifacts:artifact_iron_leggings,1
villageBlacksmith,1xitem.artifact_iron_boots@0,Artifact Iron Armor,Artifacts:artifact_iron_boots,1
villageBlacksmith,1xtile.plants@5,Thorns,BiomesOPlenty:plants,25
villageBlacksmith,1xitem.misc@1,Pile of Ashes,BiomesOPlenty:misc,25
villageBlacksmith,1xitem.wadingBoots@0,Wading Boots,BiomesOPlenty:wadingBoots,5
villageBlacksmith,1xitem.flippers@0,Flippers,BiomesOPlenty:flippers,5
villageBlacksmith,1xitem.Calculator@0,Calculator,Calculator:Calculator,4
villageBlacksmith,1xitem.CraftingCalculator@0,Crafting Calculator,Calculator:CraftingCalculator,4
villageBlacksmith,1xitem.InfoCalculator@0,Info Calculator,Calculator:InfoCalculator,4
villageBlacksmith,1xtile.reinforcedstoneBlock@0,Reinforced Stone,Calculator:reinforcedstoneBlock,12
villageBlacksmith,1xitem.Wrench@0,Wrench,Calculator:Wrench,3
villageBlacksmith,1xitem.ingredient@4,Spectre Iron,RandomThings:ingredient,3
villageBlacksmith,1xitem.terrainEater@0,Terrain Eater,Ztones:terrainEater,1
villageBlacksmith,1xitem.minicharcoal@0,Mini Charcoal,Ztones:minicharcoal,2
villageBlacksmith,1xitem.minicoal@0,Mini Coal,Ztones:minicoal,2
villageBlacksmith,1xitem.itemAlloy@0,Electrical Steel,EnderIO:itemAlloy,20
villageBlacksmith,1xitem.itemAlloy@3,Redstone Alloy,EnderIO:itemAlloy,35
villageBlacksmith,1xitem.itemAlloy@6,Dark Steel,EnderIO:itemAlloy,35
villageBlacksmith,1xitem.itemAlloy@5,Pulsating Iron,EnderIO:itemAlloy,10
villageBlacksmith,1xitem.itemAlloy@2,Vibrant Alloy,EnderIO:itemAlloy,5
villageBlacksmith,1xitem.darkSteel_sword@0,The Ender,EnderIO:item.darkSteel_sword,5
villageBlacksmith,1xitem.darkSteel_boots@0,Dark Boots,EnderIO:item.darkSteel_boots,5
villageBlacksmith,1xitem.whip@0,Whip,fossil:whip,50
villageBlacksmith,1xitem.templeCaller@0,Temple Caller,HardcoreEnderExpansion:temple_caller,1
villageBlacksmith,1xitem.knowledgeNote@0,Knowledge Note,HardcoreEnderExpansion:knowledge_note,6
villageBlacksmith,1xitem.stopWorm@0,STOP! -Worm,PneumaticCraft:stopWorm,10
villageBlacksmith,1xitem.nukeVirus@0,Nuke Virus,PneumaticCraft:nukeVirus,10
villageBlacksmith,1xitem.ItemResource@2,Thaumium Ingot,Thaumcraft:ItemResource,10
villageBlacksmith,1xitem.UnknownDimlet@0,Unknown Dimlet,rftools:unknownDimlet,50
villageBlacksmith,1xitem.iguana.tcon.wearable@0,Holey Bucket,IguanaTweaksTConstruct:wearableBucket,1
